"","Time","Region","Ratio","Upper","Lower"
"238",2008.5,"Latin South America",1.02946714431562,1.26006678095861,0.841068598300076
"248",2009.5,"Latin South America",1.02913254593196,1.25789947546478,0.841970139708547
"258",2010.5,"Latin South America",1.02886046304418,1.271351532364,0.832620896320601
"268",2011.5,"Latin South America",1.02831894315002,1.30716845411217,0.808954534906818
"278",2012.5,"Latin South America",1.02707703870491,1.37055409609048,0.769679392038542
"288",2013.5,"Latin South America",1.02522813609696,1.46558779566087,0.717181689255862
"298",2014.5,"Latin South America",1.02322572480672,1.5951200160234,0.656371228113829
"140",1980.5,"China",0.935538468558415,1.41746554215744,0.617462788421995
"239",1981.5,"China",0.956273283266652,1.35845347709059,0.673161508812276
"330",1982.5,"China",0.975912610255772,1.31280314662843,0.725474664881951
"426",1983.5,"China",0.994288359210822,1.28037843582441,0.77212276745789
"520",1984.5,"China",1.01123078090046,1.26088262900557,0.811009422064166
"620",1985.5,"China",1.02657028721622,1.25321796043862,0.840912425342474
"719",1986.5,"China",1.0400445111183,1.25467602848113,0.862128996292983
"818",1987.5,"China",1.05158227703921,1.26189797758051,0.87631908841253
"910",1988.5,"China",1.06131684073468,1.27208400118026,0.885470955834635
"1010",1989.5,"China",1.06939879214127,1.28298355777861,0.89137056332451
"1114",1990.5,"China",1.07599320681195,1.29294514146872,0.895445091962914
"1212",1991.5,"China",1.08069982917196,1.29810733817443,0.899703812178408
"1310",1992.5,"China",1.08366479979579,1.30059164687276,0.902919376070177
"1410",1993.5,"China",1.0858972098533,1.30541910858555,0.903290554437228
"1510",1994.5,"China",1.08841839026829,1.31020637315847,0.904174042001047
"1610",1995.5,"China",1.09021942762061,1.30580438913624,0.910226991308888
"1710",1996.5,"China",1.09070697371407,1.30543105447839,0.911301825115424
"1810",1997.5,"China",1.09153972880325,1.3127807356903,0.907584143462743
"1910",1998.5,"China",1.09147654958704,1.31162020074488,0.90828202982988
"2010",1999.5,"China",1.08957759790038,1.30794400689722,0.907668321874617
"2114",2000.5,"China",1.08795523675732,1.30930860506313,0.904024148783932
"2211",2001.5,"China",1.08871248983352,1.31248004947448,0.903095544952547
"2310",2002.5,"China",1.09184455435332,1.31331576225811,0.907721178051848
"249",2003.5,"China",1.09556758734391,1.31359290746622,0.913729308080506
"259",2004.5,"China",1.09931543656715,1.31360093103002,0.919985971787662
"269",2005.5,"China",1.10251447328666,1.31317567382563,0.925647792625775
"279",2006.5,"China",1.10509470568849,1.31594682106513,0.928027097289746
"289",2007.5,"China",1.10756534380506,1.32802508920403,0.923703174563712
"299",2008.5,"China",1.11021849488105,1.35384047002358,0.910436003109344
"308",2009.5,"China",1.11307720824017,1.39732567013165,0.886651478596972
"3113",2010.5,"China",1.11596774400436,1.46122660841558,0.852286701108293
